OBJECTID,state_number,nhs_rest_stop,highway_route,mile_post,municipality,county,state,latitude,longitude,number_of_spots,x,y
620,24,NHS Rest Stop or Truck Facility 12,I-70 W,79,West Friendship,Howard,MD,39.318653,-76.979324,18,-76.979324000086,39.3186529997233
621,24,NHS Rest Stop or Truck Facility 10,I-70 E,67,Frederick,Frederick,MD,39.365028,-77.188396,9,-77.1883960002735,39.3650279999114
622,24,NHS Rest Stop or Truck Facility 13,I-70 E,64,New Market,Frederick,MD,39.376473,-77.237749,15,-77.2377490000119,39.3764729997973
623,24,NHS Rest Stop or Truck Facility 18,US 301,121,Cecilton,Cecil,MD,39.384401,-75.80133,25,-75.8013300004232,39.3844009997041
624,24,NHS Rest Stop or Truck Facility 4,I-95,81,Aberdeen,Harford,MD,39.497617,-76.231899,55,-76.2318990001414,39.4976170000162
625,24,NHS Rest Stop or Truck Facility 8,I-70 W,39,Frederick,Frederick,MD,39.525461,-77.60092,23,-77.6009200000938,39.5254609997061
626,24,NHS Rest Stop or Truck Facility 9,I-70 E,39,Frederick,Frederick,MD,39.528316,-77.603881,26,-77.6038809999839,39.5283159998429
627,24,NHS Rest Stop or Truck Facility 23,US 40,4,North East,Cecil,MD,39.58339,-76.01801,10,-76.0180099998385,39.5833900003084
628,24,NHS Rest Stop or Truck Facility 14,I-95N,92,Perryville,Cecil,MD,39.586244,-76.072876,59,-76.0728760000014,39.5862439997944
629,24,NHS Rest Stop or Truck Facility 15,I-95S,92,Perryville,Cecil,MD,39.587831,-76.078176,52,-76.0781759999906,39.5878309999178
630,24,NHS Rest Stop or Truck Facility 5,I-95,99,North East,Cecil,MD,39.611342,-76.009598,73,-76.0095980003465,39.6113419999685
631,24,NHS Rest Stop or Truck Facility 21,US 1,18,Darlington,Harford,MD,39.64933,-76.20186,7,-76.2018599999971,39.6493300001185
632,24,NHS Rest Stop or Truck Facility 11,I-68 E,30,Finzel,Garrett,MD,39.664154,-78.960543,12,-78.9605429998169,39.6641539997556
633,24,NHS Rest Stop or Truck Facility 1,I-68 E,6,Friendsville,Garrett,MD,39.677264,-79.375196,22,-79.375195999674,39.6772640002526
634,24,NHS Rest Stop or Truck Facility 22,US 15,37,Emmitsburg,Frederick,MD,39.70822,-77.31372,15,-77.313719999697,39.7082199999956
635,24,NHS Rest Stop or Truck Facility 25,I-68 W,74,Hancock,Washington,MD,39.71811,-78.28012,5,-78.2801199996735,39.7181100001609
636,23,NHS Rest Stop or Truck Facility 9,I-95 N,NA,Kittery,York,ME,43.12856423,-70.71764498,75,-70.7176449802417,43.1285642298235
637,23,NHS Rest Stop or Truck Facility 18,I-95 S,NA,Kennebunk,York,ME,43.41002153,-70.56099238,40,-70.5609923799133,43.4100215300674
638,23,NHS Rest Stop or Truck Facility 17,I-95 N,NA,Kennebunk,York,ME,43.41037851,-70.55823999,37,-70.5582399903917,43.4103785100676
639,23,NHS Rest Stop or Truck Facility 12,I-295 N,NA,Yarmouth,Cumberland,ME,43.80992602,-70.16181124,8,-70.1618112402643,43.8099260200682
640,23,NHS Rest Stop or Truck Facility 16,I-95 S,NA,Gray,Cumberland,ME,43.81756,-70.320008,6,-70.3200079996503,43.8175599996812
641,23,NHS Rest Stop or Truck Facility 15,I-95 N,NA,Gray,Cumberland,ME,43.82456425,-70.31996526,6,-70.3199652596057,43.8245642502995
642,23,NHS Rest Stop or Truck Facility 13,"I-95, I-295",NA,West Gardiner,Kennebec,ME,44.20732845,-69.82777543,45,-69.827775430048,44.2073284502691
643,23,NHS Rest Stop or Truck Facility 14,I-95 S,NA,Sidney,Kennebec,ME,44.40324304,-69.75201667,6,-69.7520166699252,44.4032430402135
644,23,NHS Rest Stop or Truck Facility 10,US 1,NA,Sullivan,Hancock,ME,44.5156761,-68.18642591,1,-68.18642590987,44.5156761001211
645,23,NHS Rest Stop or Truck Facility 8,I-95 N,NA,Hampden,Penobscot,ME,44.76541993,-68.93692444,8,-68.9369244398637,44.765419930201
646,23,NHS Rest Stop or Truck Facility 7,I-95 S,NA,Hampden,Penobscot,ME,44.7674926,-68.88711981,8,-68.8871198103196,44.767492599999
647,23,NHS Rest Stop or Truck Facility 6,US Rt. 1,NA,Calais,Washington,ME,45.16155424,-67.22168267,20,-67.221682670077,45.1615542398955
648,23,NHS Rest Stop or Truck Facility 11,State Rt. 6,NA,Topsfield,Washington,ME,45.40262209,-67.79085423,2,-67.7908542297787,45.402622090257
649,23,NHS Rest Stop or Truck Facility 3,I-95 N,NA,Medway,Penobscot,ME,45.59579966,-68.53566169,10,-68.5356616899024,45.5957996599029
650,23,NHS Rest Stop or Truck Facility 5,I-95 S,NA,Medway,Penobscot,ME,45.59674979,-68.53801224,10,-68.5380122396411,45.5967497899438
651,26,NHS Rest Stop or Truck Facility 70,I94E,1,NA,NA,MI,41.764918,-86.740225,35,-86.7402250000541,41.7649179997256
652,26,NHS Rest Stop or Truck Facility 64,US23N,7,NA,NA,MI,41.831377,-83.677213,22,-83.6772130003567,41.8313769997729
653,26,NHS Rest Stop or Truck Facility 6,I-69N,6,Sans Souci Beach,NA,MI,41.849216,-84.994665,26,-84.9946649995969,41.8492160003346
654,26,NHS Rest Stop or Truck Facility 68,I75N,11,NA,NA,MI,41.86362,-83.405414,25,-83.4054140001602,41.8636199999091
655,26,NHS Rest Stop or Truck Facility 5,I-275S,5,Carleton,NA,MI,42.043022,-83.355331,22,-83.3553309997775,42.0430219998426
656,26,NHS Rest Stop or Truck Facility 79,I69N,29,NA,NA,MI,42.157352,-84.991695,17,-84.9916950003843,42.1573519999691
657,26,NHS Rest Stop or Truck Facility 33,I-94W,42,Paw Paw Lake,NA,MI,42.18123,-86.239875,52,-86.2398750002195,42.1812299998895
658,26,NHS Rest Stop or Truck Facility 37,I-94W,188,Belleville,NA,MI,42.220544,-83.519715,33,-83.519715000006,42.2205439999577
659,26,NHS Rest Stop or Truck Facility 30,I-94E,96,Springfield,NA,MI,42.264212,-85.21963,24,-85.2196300000792,42.2642120000963
660,26,NHS Rest Stop or Truck Facility 31,I-94E,135,Jackson,NA,MI,42.268934,-84.49286,24,-84.4928600002933,42.2689339998821
661,26,NHS Rest Stop or Truck Facility 34,I-94W,85,Galesburg,NA,MI,42.271934,-85.442846,38,-85.442845999568,42.2719340000466
662,26,NHS Rest Stop or Truck Facility 35,I-94W,113,Marshall,NA,MI,42.283766,-84.913922,21,-84.9139220000022,42.2837660000972
663,26,NHS Rest Stop or Truck Facility 36,I-94W,149,Grass Lake,NA,MI,42.292265,-84.215099,19,-84.2150990001336,42.2922650001154
664,26,NHS Rest Stop or Truck Facility 32,I-94E,167.5,Delhi Mills,NA,MI,42.298167,-83.863567,37,-83.8635669995726,42.2981670000723
665,26,NHS Rest Stop or Truck Facility 4,I-275N,23,Canton Township,NA,MI,42.30088,-83.441623,29,-83.4416229997817,42.3008800001338
666,26,NHS Rest Stop or Truck Facility 72,I75N,47,Detroit,NA,MI,42.324429,-83.080765,6,-83.0807649998596,42.3244289999101
667,26,NHS Rest Stop or Truck Facility 10,I-69S,41,Marshall,NA,MI,42.328361,-84.992181,28,-84.9921809997328,42.3283610000575
668,26,NHS Rest Stop or Truck Facility 59,US23S,48,Whitmore Lake,NA,MI,42.354771,-83.749091,30,-83.7490909998246,42.3547710000157
669,26,NHS Rest Stop or Truck Facility 54,US131S,43,Alamo,NA,MI,42.355864,-85.658608,21,-85.6586079998147,42.3558639998321
670,26,NHS Rest Stop or Truck Facility 47,US127S,51,Rives Junction,NA,MI,42.364941,-84.429931,22,-84.4299309997195,42.3649409996725
671,26,NHS Rest Stop or Truck Facility 1,I-196E,25,Glenn,NA,MI,42.503977,-86.21789,17,-86.2178900002652,42.5039770001113
672,26,NHS Rest Stop or Truck Facility 42,I-96E,135,Oak Grove,NA,MI,42.605016,-83.957484,21,-83.9574840003197,42.6050160001392
673,26,NHS Rest Stop or Truck Facility 7,I-69N,68,Whaley Drain,NA,MI,42.634673,-84.716225,25,-84.7162249997449,42.6346730002622
674,26,NHS Rest Stop or Truck Facility 48,US127N,72,East Lansing,NA,MI,42.663109,-84.472138,19,-84.4721380001874,42.6631090002347
675,26,NHS Rest Stop or Truck Facility 45,I-96W,111,Okemos,NA,MI,42.677947,-84.406006,47,-84.4060059998743,42.6779469997339
676,26,NHS Rest Stop or Truck Facility 3,I-196W,43,Oxbow,NA,MI,42.705839,-86.168088,21,-86.16808800009,42.7058389999083
677,26,NHS Rest Stop or Truck Facility 20,I-75S,95,Andersonville,NA,MI,42.742946,-83.485987,22,-83.4859869998755,42.7429460001743
678,26,NHS Rest Stop or Truck Facility 38,I-94W,251,Muttonville,NA,MI,42.743112,-82.72013,21,-82.7201300004187,42.7431120001025
679,26,NHS Rest Stop or Truck Facility 13,I-75N,96,Andersonville,NA,MI,42.763328,-83.510054,22,-83.510054000011,42.7633280000639
680,26,NHS Rest Stop or Truck Facility 41,I-96E,87,Wacousta,NA,MI,42.798194,-84.715037,23,-84.7150370002396,42.7981939999824
681,26,NHS Rest Stop or Truck Facility 11,I-69S,101,Shaftsburg,NA,MI,42.812435,-84.307115,25,-84.3071149995512,42.8124349997207
682,26,NHS Rest Stop or Truck Facility 2,I-196E,58,Vriesland,NA,MI,42.824672,-85.927492,41,-85.9274920001519,42.824671999738
683,26,NHS Rest Stop or Truck Facility 58,US23N,81,Bayport Park,NA,MI,42.835889,-83.73247,22,-83.7324700003319,42.8358889997057
684,26,NHS Rest Stop or Truck Facility 44,I-96W,79,Frost Corners,NA,MI,42.849312,-84.855115,39,-84.855114999958,42.8493119998408
685,26,NHS Rest Stop or Truck Facility 40,I-96E,63,Saranac,NA,MI,42.879067,-85.159565,37,-85.1595650002095,42.8790670000882
686,26,NHS Rest Stop or Truck Facility 78,US127S,89,NA,NA,MI,42.89934167,-84.51939833,28,-84.5193983295557,42.8993416702777
687,26,NHS Rest Stop or Truck Facility 8,I-69N,126,Rankin,NA,MI,42.96346,-83.866272,28,-83.8662720002679,42.9634599998065
688,26,NHS Rest Stop or Truck Facility 81,I94W, , , ,MI,42.99222977,-82.45193353,39,-82.4519335301757,42.9922297701068
689,26,NHS Rest Stop or Truck Facility 12,I-69W,174,Mussey,NA,MI,42.993748,-82.958439,23,-82.9584390001361,42.9937479999607
690,26,NHS Rest Stop or Truck Facility 9,I-69N,160,Hunters Creek,NA,MI,43.005408,-83.219021,19,-83.2190209996879,43.0054079998774
691,26,NHS Rest Stop or Truck Facility 39,I-96E,25,Bristol,NA,MI,43.025541,-85.780201,9,-85.7802010003175,43.0255410003028
692,26,NHS Rest Stop or Truck Facility 43,I-96W,8,Spring Lake,NA,MI,43.093485,-86.09842,18,-86.0984199999515,43.0934850001481
693,26,NHS Rest Stop or Truck Facility 55,US131S,99,Paris,NA,MI,43.138529,-85.59159,26,-85.59159000012,43.1385289997844
694,26,NHS Rest Stop or Truck Facility 14,I-75N,129,Clio,NA,MI,43.156311,-83.762405,41,-83.7624049998208,43.156310999867
695,26,NHS Rest Stop or Truck Facility 21,I-75S,129,Clio,NA,MI,43.158016,-83.767719,21,-83.7677190000536,43.1580159999164
696,26,NHS Rest Stop or Truck Facility 49,US127N,121,Ithaca,NA,MI,43.352839,-84.600166,14,-84.600165999583,43.3528390001941
697,26,NHS Rest Stop or Truck Facility 63,US31S,124,NA,NA,MI,43.35342,-86.255202,14,-86.2552019999016,43.3534200000662
698,26,NHS Rest Stop or Truck Facility 52,US131,122,Amble,NA,MI,43.459577,-85.476186,19,-85.4761860002592,43.4595770000933
699,26,NHS Rest Stop or Truck Facility 61,US31N,135,Montague,NA,MI,43.484415,-86.360113,20,-86.3601129999141,43.4844150001936
700,26,NHS Rest Stop or Truck Facility 22,I-75S,158,Kochville,NA,MI,43.528256,-83.943765,33,-83.9437650002675,43.528255999755
701,26,NHS Rest Stop or Truck Facility 80,US131S,136,NA,NA,MI,43.648823,-85.520156,24,-85.5201560001678,43.6488230000907
702,26,NHS Rest Stop or Truck Facility 62,US31S,147,Mears,NA,MI,43.651197,-86.39686,12,-86.3968599996609,43.6511969999704
703,26,NHS Rest Stop or Truck Facility 15,I-75N,175,Linwood,NA,MI,43.761811,-84.017584,21,-84.0175840003495,43.7618110000966
704,26,NHS Rest Stop or Truck Facility 69,US127NS,160,NA,NA,MI,43.850784,-84.776944,48,-84.776944000091,43.8507839999881
705,26,NHS Rest Stop or Truck Facility 60,US31N,163,NA,NA,MI,43.868422,-86.415345,10,-86.4153449997749,43.868422000259
706,26,NHS Rest Stop or Truck Facility 23,I-75S,201,Alger,NA,MI,44.11224,-84.119357,26,-84.1193570000216,44.1122399998312
707,26,NHS Rest Stop or Truck Facility 56,US131S,169,Tustin,NA,MI,44.123848,-85.471074,6,-85.4710739996927,44.1238479999596
708,26,NHS Rest Stop or Truck Facility 53,US131N,174,Cadillac,NA,MI,44.18625,-85.42061,9,-85.4206100004419,44.1862500002686
709,26,NHS Rest Stop or Truck Facility 16,I-75N,210,West Branch,NA,MI,44.231314,-84.211426,11,-84.211426000041,44.2313140000517
710,26,NHS Rest Stop or Truck Facility 50,US127N,187,Nellsville,NA,MI,44.232044,-84.799847,17,-84.7998470001122,44.2320440002793
711,26,NHS Rest Stop or Truck Facility 24,I-75S,235,Roscommon,NA,MI,44.394463,-84.600644,11,-84.6006440003323,44.394462999759
712,26,NHS Rest Stop or Truck Facility 17,I-75N,251,Lake Margrethe,NA,MI,44.612492,-84.705183,23,-84.7051829999007,44.6124920002216
713,26,NHS Rest Stop or Truck Facility 25,I-75S,262,Frederic,NA,MI,44.750331,-84.709908,21,-84.7099079999546,44.7503309997054
714,26,NHS Rest Stop or Truck Facility 18,I-75N,277,Eyedylwild Beach,NA,MI,44.968134,-84.67094,14,-84.6709400001094,44.9681339997189
715,26,NHS Rest Stop or Truck Facility 26,I-75S,287,Vanderbilt,NA,MI,45.106628,-84.689487,16,-84.6894870001477,45.1066279997088
716,26,NHS Rest Stop or Truck Facility 19,I-75N,317,Giauque Beach,NA,MI,45.503587,-84.614832,9,-84.6148320000145,45.5035869998334
717,26,NHS Rest Stop or Truck Facility 77,I75,NA,NA,NA,MI,45.77415,-84.733225,11,-84.7332250002526,45.774150000178
718,26,NHS Rest Stop or Truck Facility 75,US2,NA,NA,NA,MI,45.81723167,-88.06543167,5,-88.0654316700519,45.8172316698077
719,26,NHS Rest Stop or Truck Facility 71,I75S,344,NA,NA,MI,45.849935,-84.722402,15,-84.7224019997932,45.8499349997941
720,26,NHS Rest Stop or Truck Facility 28,I-75S,346,Saint Ignace,NA,MI,45.883286,-84.745284,12,-84.745283999898,45.8832859998858
721,26,NHS Rest Stop or Truck Facility 65,US2,NA,NA,NA,MI,45.888666,-86.519,5,-86.5189999996116,45.8886659998307
722,26,NHS Rest Stop or Truck Facility 57,US2,NA,Naubinway,NA,MI,46.095894,-85.391464,6,-85.3914640002502,46.0958940002536
723,26,NHS Rest Stop or Truck Facility 66,I75N,389,NA,NA,MI,46.424231,-84.391593,16,-84.3915930000612,46.4242310001835
724,26,NHS Rest Stop or Truck Facility 73,US2,NA,NA,NA,MI,46.463203,-90.188484,7,-90.1884840000242,46.4632030001611
725,26,NHS Rest Stop or Truck Facility 67,I75S,394,Sault Ste. Marie,NA,MI,46.492629,-84.37137,11,-84.3713699997226,46.4926290000842
726,27,Albert Lea Travel Information Center,I-35N,1,Albert Lea,Freeborn,MN,43.516192,-93.352803,29,-93.3528030001367,43.516192000322
727,27,Worthington Travel Information Center,MN60,5,Worthington,Nobles,MN,43.566835,-95.651951,8,-95.6519509999717,43.5668349997713
728,27,Clear Lake,I-90E,69,Jackson,Jackson,MN,43.635329,-95.083204,7,-95.083204000243,43.6353290001255
729,27,Adrian EB,I-90E,24,Adrian,Nobles,MN,43.637418,-95.981535,6,-95.9815350003884,43.6374180001545
730,27,Adrian WB,I-90W,25,Adrian,Nobles,MN,43.638653,-95.966906,6,-95.9669059997669,43.6386530003024
731,27,Des Moines River,I-90W,72,Jackson,Jackson,MN,43.640632,-95.020183,9,-95.0201829996077,43.6406319999377
732,27,Blue Earth EB,I-90E,119,Blue Earth,Faribault,MN,43.659784,-94.112265,11,-94.1122649999854,43.6597839997848
733,27,Oakland Woods,I-90W,171,Oakland,Freeborn,MN,43.661266,-93.114087,10,-93.1140869998152,43.6612660001552
734,27,Blue Earth WB,I-90W,119,Blue Earth,Faribault,MN,43.663672,-94.117813,10,-94.1178129996717,43.6636719998138
735,27,Hayward,I-90E,162,Hayward,Freeborn,MN,43.669474,-93.284127,14,-93.284126999685,43.6694740003213
736,27,High Forest,I-90E,202,Stewartville,Mower,MN,43.811293,-92.581379,18,-92.5813789998287,43.8112929998093
737,27,Dresbach Travel Information Center,I-90E,275,Dresbach,Winona,MN,43.859489,-91.304756,6,-91.3047559997836,43.8594890000943
738,27,Enterprise,I-90E,244,Lewiston,Winona,MN,43.933604,-91.852312,14,-91.8523119997764,43.9336039999951
739,27,Marion,I-90W,222,Marion,Olmsted,MN,43.956479,-92.284973,20,-92.2849729997215,43.9564789999083
740,27,Watonwan River,MN60,73,St James,Watonwan,MN,43.978487,-94.517612,11,-94.5176119996748,43.9784870002123
741,27,Straight River SB,I-35S,35,Hope,Steele,MN,43.986492,-93.257605,13,-93.2576049999978,43.9864919998882
742,27,Straight River NB,I-35N,35,Hope,Steele,MN,43.987615,-93.252644,31,-93.2526439999424,43.9876149997091
743,27,Heath Creek,I-35N,68,Dundas,Rice,MN,44.450807,-93.2896,20,-93.2895999999266,44.4508070001747
744,27,Minnesota Valley,US169,80,Le Sueur,Le Sueur,MN,44.488301,-93.875942,16,-93.8759420001897,44.4883010000837
745,27,Lake Pepin Rest Area,US61,76,Lake City,Goodhue,MN,44.49357,-92.312762,6,-92.3127620003535,44.4935699998933
746,27,New Market,I-35S,75,Elko,Steele,MN,44.550969,-93.301163,15,-93.3011630001777,44.5509690002278
747,27,St Croix Travel Information Center,I-94W,256,Lakeland,Washington,MN,44.950889,-92.821125,52,-92.8211250003701,44.9508890002579
748,27,Elm Creek,I-94E,215,Maple Grove,Hennepin,MN,45.111786,-93.473911,15,-93.4739110002176,45.1117859997002
749,27,Daytonport,US10,218,Dayton,Anoka,MN,45.246008,-93.504639,4,-93.5046390001,45.2460079998601
750,27,Forest Lake,I-35S,131,Forest Lake,Washington,MN,45.270313,-93.009739,15,-93.0097390000424,45.2703130002669
751,27,Enfield,I-94E,187,Enfield,Wright,MN,45.350082,-93.90717,18,-93.9071699996642,45.3500819998169
752,27,Central Minnesota Travel Information Center,US10,181,St Cloud,Sherburne,MN,45.532086,-94.095669,18,-94.0956689997088,45.5320860002926
753,27,Goose Creek,I-35N,154,Harris,Chisago,MN,45.599096,-92.99351,12,-92.9935100001869,45.5990959997458
754,27,Big Spunk,I-94E,152,Avon,Stearns,MN,45.604154,-94.48377,17,-94.4837699997415,45.6041539998594
755,27,Middle Spunk,I-94W,152,Avon,Stearns,MN,45.604621,-94.477137,18,-94.4771369995837,45.604621000181
756,27,Fuller Lake,I-94W,177,Clearwater,Stearns,MN,45.605136,-94.476779,17,-94.4767790002817,45.6051359997235
757,27,Burgen Lake,I-94W,105,Alexandria,Douglas,MN,45.837683,-95.345378,12,-95.3453780004295,45.8376829997674
758,27,Lake Latoka,I-94E,100,Alexandria,Douglas,MN,45.868897,-95.450493,18,-95.4504929997581,45.8688970001145
759,27,Rum River,US169,203,Onamia,Mille Lacs,MN,45.924528,-93.66497,9,-93.6649700002942,45.9245280000057
760,27,Hansel Lake,I-94W,69,Dalton,Otter Tail,MN,46.13279,-95.92248,8,-95.9224799997488,46.1327900001978
761,27,Kettle River,I-35N,198,Askov,Pine,MN,46.211516,-92.838293,10,-92.838293000209,46.2115160001898
762,27,Brainerd Lakes Area Welcome Center,MN371,20,Baxter,Crow Wing,MN,46.26032,-94.319462,33,-94.3194619996809,46.2603200000586
763,27,General Andrews,I-35S,208,Sturgeon Lake,Pine,MN,46.356929,-92.806563,10,-92.8065629996958,46.3569290002835
764,27,Culkin,I-35N,226,Mahtowa,Carlton,MN,46.559284,-92.596708,11,-92.5967080000589,46.5592840001454
765,27,Frazee,US10,55,Frazee,Otter Tail,MN,46.715386,-95.705338,6,-95.7053380003761,46.715386000012
766,27,Thompson Hill Travel Information Center,I-35N,250,Duluth,Saint Louis,MN,46.729468,-92.205372,10,-92.2053719996015,46.7294679999243
767,27,Moorhead Travel Information Center,I-94E,2,Moorhead,Clay,MN,46.845428,-96.741272,10,-96.7412719996984,46.8454279998064
768,27,Park Rapids Visitor Center,US71,259,Park Rapids,Hubbard,MN,46.910743,-95.057327,5,-95.0573269999129,46.9107430001711
769,27,Floodwood Rest Area,US2,220,Floodwood,Saint Louis,MN,46.926077,-92.917294,8,-92.9172940002794,46.9260769997321
770,27,Gooseberry Falls Visitor Center,MN61,39,Two Harbors,Lake,MN,47.140461,-91.469593,4,-91.4695929997486,47.140460999898
771,27,Anchor Lake,US53,50,Cotton,Saint Louis,MN,47.319945,-92.47025,8,-92.4702499997601,47.319944999805
772,27,Tettegouche Visitor Center,MN61,39,Silver Bay,Lake,MN,47.338634,-91.196179,12,-91.1961790002495,47.3386339998955
773,27,Cass Lake Area Welcome Center,US2,131,Cass Lake,Cass,MN,47.382573,-94.591599,10,-94.5915989999863,47.3825730002959
774,27,Oak Lake,US2,59,Erskine,Polk,MN,47.657562,-95.969042,7,-95.9690420003747,47.657562000288
775,27,Fishers Landing Travel Information Center,US2,12,Fisher,Polk,MN,47.845884,-96.849976,9,-96.8499760003524,47.8458839997313
776,27,Grand Portage Visitor Center,MN61,146,Grand Portage,Cook,MN,48.000203,-89.592465,12,-89.5924649998726,48.0002029998898
777,29,Steele NB (TPF),I-55N,2,Steele,Pemiscot,MO,36.035296,-89.860839,11,-89.8608389996736,36.0352959999827
778,29,Steele SB (TPF),I-55S,2,Steele,Pemiscot,MO,36.037066,-89.861512,11,-89.8615120004164,36.0370659999134
779,29,Hayti NB (WC),I-55N,20,Hayti,Pemiscot,MO,36.251087,-89.727285,60,-89.727285000333,36.251087000289
780,29,Marston NB (TPF),I-55N,41,Marston,New Madrid,MO,36.537409,-89.592213,27,-89.5922129999775,36.5374090002262
781,29,Marston SB (WC),I-55S,41,Marston,New Madrid,MO,36.539518,-89.594447,64,-89.5944469995963,36.5395180002923
782,29,Charleston NB (TPF),I-57N,18,Charleston,Mississippi,MO,36.981493,-89.248311,16,-89.2483110001822,36.9814930002114
783,29,Joplin EB (WC),I-44E,2,Joplin,Jasper,MO,37.00249,-94.583832,42,-94.5838319998515,37.0024899998384
784,29,Joplin WB (TPF),I-44W,2,Joplin,Jasper,MO,37.003573,-94.585645,29,-94.5856450004191,37.0035730001783
785,29,Halltown EB (TPF),I-44E,51,Halltown,Lawrence,MO,37.138803,-93.722951,17,-93.722951000333,37.1388030002291
786,29,Halltown WB (TPF),I-44W,51,Halltown,Lawrence,MO,37.141315,-93.720953,20,-93.7209529998174,37.1413150000657
787,29,Strafford EB Truck Parking Facility (TPF),I-44E,89,Strafford,Greene,MO,37.270607,-93.102124,17,-93.1021240004293,37.2706069997874
788,29,Conway EB (WC),I-44E,109,Conway,Laclede,MO,37.471957,-92.855658,78,-92.8556579996913,37.4719570003424
789,29,Conway WB (WC),I-44W,109,Conway,Laclede,MO,37.47452,-92.859398,78,-92.8593979997312,37.4745200002192
790,29,Fruitland SB (RA),I-55S,108,Fruitland,Cape Girardeau,MO,37.49111,-89.673939,19,-89.6739389999364,37.4911100002628
791,29,Fruitland NB (RA),I-55N,108,Fruitland,Cape Girardeau,MO,37.492549,-89.672234,12,-89.6722340002221,37.4925490002089
792,29,Doolittle EB (TPF),I-44E,177,Doolittle,Phelps,MO,37.945256,-91.909796,14,-91.9097959996977,37.9452560001762
793,29,Doolittle WB (TPF),I-44W,177,Doolittle,Phelps,MO,37.946464,-91.909765,14,-91.9097649997356,37.9464639996683
794,29,Bloomsdale SB (TPF),I-55S,160,Bloomsdale,Ste. Genevieve,MO,38.030132,-90.250098,28,-90.2500979999727,38.0301319999372
795,29,Bloomsdale NB (RA),I-55N,160,Bloomsdale,Ste. Genevieve,MO,38.031461,-90.248449,29,-90.2484490003349,38.0314609997341
796,29,St. Clair EB (RA),I-44E,235,St. Clair,Franklin,MO,38.316172,-91.04867,13,-91.0486699999569,38.3161719997728
797,29,St. Clair WB (RA),I-44W,235,St. Clair,Franklin,MO,38.317137,-91.044751,30,-91.0447509998169,38.317136999697
798,29,Wright City EB (RA),I-70E,199,Wright City,Warren,MO,38.827513,-91.055465,20,-91.0554649995981,38.827512999919
799,29,Wright City WB (RA),I-70W,199,Wright City,Warren,MO,38.829452,-91.050862,18,-91.0508619997429,38.8294519999784
800,29,Mineola EB (TPF),I-70E,168,Mineola,Montgomery,MO,38.897243,-91.598946,29,-91.5989459998153,38.897243000049
801,29,Mineola WB (TPF),I-70W,169,Mineola,Montgomery,MO,38.904412,-91.557846,64,-91.5578459995602,38.9044119997492
802,29,Booneville EB (RA),I-70E,104,Booneville,Cooper,MO,38.93676,-92.726245,21,-92.7262450002486,38.9367599998702
